label,category,sort_key,defect_prob
Normal_1081,정상,1081,0.0
Normal_1082,정상,1082,0.0001
Normal_1083,정상,1083,0.0001
Normal_1084,정상,1084,0.0003
Normal_1085,정상,1085,0.0006
Normal_1086,정상,1086,0.0001
Normal_1087,정상,1087,0.0001
Normal_1088,정상,1088,0.0
Normal_1089,정상,1089,0.0
Normal_108,정상,108,0.0
Normal_1090,정상,1090,0.0
Normal_1091,정상,1091,0.0002
Normal_1092,정상,1092,0.0009
Normal_1093,정상,1093,0.0001
Normal_1094,정상,1094,0.0
Normal_1095,정상,1095,0.0
Normal_1096,정상,1096,0.0
Normal_1097,정상,1097,0.0
Normal_1098,정상,1098,0.0
Normal_1099,정상,1099,0.0001
Normal_109,정상,109,0.0
Normal_10,정상,10,0.0001
Normal_1100,정상,1100,0.0001
Normal_1101,정상,1101,0.0001
Normal_1102,정상,1102,0.0001
Normal_1103,정상,1103,0.0003
Normal_1104,정상,1104,0.0002
Normal_1105,정상,1105,0.0
Normal_1106,정상,1106,0.0001
Normal_1107,정상,1107,0.0003
Normal_1108,정상,1108,0.0001
Normal_1109,정상,1109,0.0002
Normal_110,정상,110,0.0
Normal_1110,정상,1110,0.0
Normal_1111,정상,1111,0.0001
Normal_1112,정상,1112,0.0002
Normal_1113,정상,1113,0.0004
Normal_1114,정상,1114,0.0001
Normal_1115,정상,1115,0.0
Normal_1116,정상,1116,0.0001
Normal_1117,정상,1117,0.0001
Normal_1118,정상,1118,0.0002
Normal_1119,정상,1119,0.0004
Normal_111,정상,111,0.0001
Normal_1120,정상,1120,0.0001
Normal_1121,정상,1121,0.0
Normal_1122,정상,1122,0.0001
Normal_1123,정상,1123,0.0001
Normal_1124,정상,1124,0.0003
Normal_1125,정상,1125,0.0006
Normal_1126,정상,1126,0.0001
Normal_1127,정상,1127,0.0001
Normal_1128,정상,1128,0.0
Normal_1129,정상,1129,0.0002
Normal_112,정상,112,0.0001
Normal_1130,정상,1130,0.0
Normal_1131,정상,1131,0.0009
Normal_1132,정상,1132,0.0001
Normal_1133,정상,1133,0.0
Normal_1134,정상,1134,0.0
Normal_1135,정상,1135,0.0
Normal_1136,정상,1136,0.0
Normal_1137,정상,1137,0.0001
Normal_1138,정상,1138,0.0001
Normal_1139,정상,1139,0.0001
Normal_113,정상,113,0.0001
Normal_1140,정상,1140,0.0003
Normal_1141,정상,1141,0.0006
Normal_1142,정상,1142,0.0
Normal_1143,정상,1143,0.0
Normal_1144,정상,1144,0.0
Normal_1145,정상,1145,0.0
Normal_1146,정상,1146,0.0001
Normal_1147,정상,1147,0.0001
Normal_1148,정상,1148,0.0001
Normal_1149,정상,1149,0.0003
Normal_114,정상,114,0.0001
Normal_1150,정상,1150,0.0006
Normal_1151,정상,1151,0.0001
Normal_1152,정상,1152,0.0001
Normal_1153,정상,1153,0.0
Normal_1154,정상,1154,0.0
Normal_1155,정상,1155,0.0002
Normal_1156,정상,1156,0.0009
Normal_1157,정상,1157,0.0001
Normal_1158,정상,1158,0.0
Normal_1159,정상,1159,0.0
Normal_115,정상,115,0.0
Normal_1160,정상,1160,0.0
Normal_1161,정상,1161,0.0
Normal_1162,정상,1162,0.0
Normal_1163,정상,1163,0.0001
Normal_1164,정상,1164,0.0001
Normal_1165,정상,1165,0.0001
Normal_1166,정상,1166,0.0003
Normal_1167,정상,1167,0.0001
Normal_1168,정상,1168,0.0002
Normal_1169,정상,1169,0.0
Normal_116,정상,116,0.0
Normal_1170,정상,1170,0.0001
Normal_1171,정상,1171,0.0002
Normal_1172,정상,1172,0.0004
Normal_1173,정상,1173,0.0001
Normal_1174,정상,1174,0.0
Normal_1175,정상,1175,0.0001
Normal_1176,정상,1176,0.0001
Normal_1177,정상,1177,0.0003
Normal_1178,정상,1178,0.0006
Normal_1179,정상,1179,0.0001
Normal_117,정상,117,0.0002
Normal_1180,정상,1180,0.0001
Normal_1181,정상,1181,0.0
Normal_1182,정상,1182,0.0002
Normal_1183,정상,1183,0.0
Normal_1184,정상,1184,0.0009
Normal_1185,정상,1185,0.0001
Normal_1186,정상,1186,0.0
Normal_1187,정상,1187,0.0
Normal_1188,정상,1188,0.0
Normal_1189,정상,1189,0.0
Normal_118,정상,118,0.0009
Normal_1190,정상,1190,0.0
Normal_1191,정상,1191,0.0001
Normal_1192,정상,1192,0.0001
Normal_1193,정상,1193,0.0001
Normal_1194,정상,1194,0.0003
Normal_1195,정상,1195,0.0001
Normal_1196,정상,1196,0.0002
Normal_1197,정상,1197,0.0
Normal_1198,정상,1198,0.0001
Normal_1199,정상,1199,0.0002
Normal_119,정상,119,0.0001
Normal_11,정상,11,0.0
Normal_1200,정상,1200,0.0004
Normal_1201,정상,1201,0.0001
Normal_1202,정상,1202,0.0
Normal_1203,정상,1203,0.0001
Normal_1204,정상,1204,0.0001
Normal_1205,정상,1205,0.0003
Normal_1206,정상,1206,0.0006
Normal_1207,정상,1207,0.0001
Normal_1208,정상,1208,0.0001
Normal_1209,정상,1209,0.0
Normal_120,정상,120,0.0
Normal_1210,정상,1210,0.0
Normal_1211,정상,1211,0.0
Normal_1212,정상,1212,0.0002
Normal_1213,정상,1213,0.0009
Normal_1214,정상,1214,0.0001
Normal_1215,정상,1215,0.0
Normal_1216,정상,1216,0.0
Normal_1217,정상,1217,0.0
Normal_1218,정상,1218,0.0
Normal_1219,정상,1219,0.0
Normal_121,정상,121,0.0
Normal_1220,정상,1220,0.0001
Normal_1221,정상,1221,0.0001
Normal_1222,정상,1222,0.0001
Normal_1223,정상,1223,0.0001
Normal_1224,정상,1224,0.0003
Normal_1225,정상,1225,0.0002
Normal_1226,정상,1226,0.0
Normal_1227,정상,1227,0.0001
Normal_1228,정상,1228,0.0003
Normal_1229,정상,1229,0.0001
Normal_122,정상,122,0.0
Normal_1230,정상,1230,0.0002
Normal_1231,정상,1231,0.0
Normal_1232,정상,1232,0.0001
Normal_1233,정상,1233,0.0002
Normal_1234,정상,1234,0.0004
Normal_1235,정상,1235,0.0001
Normal_1236,정상,1236,0.0
Normal_1237,정상,1237,0.0001
Normal_1238,정상,1238,0.0001
Normal_1239,정상,1239,0.0002
Normal_123,정상,123,0.0
Normal_1240,정상,1240,0.0004
Normal_1241,정상,1241,0.0001
Normal_1242,정상,1242,0.0
Normal_1243,정상,1243,0.0001
Normal_1244,정상,1244,0.0001
Normal_1245,정상,1245,0.0003
Normal_1246,정상,1246,0.0006
Normal_1247,정상,1247,0.0001
Normal_1248,정상,1248,0.0001
Normal_1249,정상,1249,0.0
Normal_124,정상,124,0.0
Normal_1250,정상,1250,0.0002
Normal_1251,정상,1251,0.0
Normal_1252,정상,1252,0.0009
Normal_1253,정상,1253,0.0001
Normal_1254,정상,1254,0.0
Normal_1255,정상,1255,0.0
Normal_1256,정상,1256,0.0
Normal_1257,정상,1257,0.0
Normal_1258,정상,1258,0.0001
Normal_1259,정상,1259,0.0001
Normal_125,정상,125,0.0001
Normal_1260,정상,1260,0.0001
Normal_1261,정상,1261,0.0001
Normal_1262,정상,1262,0.0
Normal_1263,정상,1263,0.0
Normal_1264,정상,1264,0.0002
Normal_1265,정상,1265,0.0009
Normal_1266,정상,1266,0.0001
Normal_1267,정상,1267,0.0
Normal_1268,정상,1268,0.0
Normal_1269,정상,1269,0.0
Normal_126,정상,126,0.0001
Normal_1270,정상,1270,0.0
Normal_1271,정상,1271,0.0
Normal_1272,정상,1272,0.0001
Normal_1273,정상,1273,0.0001
Normal_1274,정상,1274,0.0001
Normal_1275,정상,1275,0.0003
Normal_1276,정상,1276,0.0001
Normal_1277,정상,1277,0.0002
Normal_1278,정상,1278,0.0
Normal_1279,정상,1279,0.0001
Normal_127,정상,127,0.0001
Normal_1280,정상,1280,0.0002
Normal_1281,정상,1281,0.0004
Normal_1282,정상,1282,0.0001
Normal_1283,정상,1283,0.0
Normal_1284,정상,1284,0.0001
Normal_1285,정상,1285,0.0001
Normal_1286,정상,1286,0.0003
Normal_1287,정상,1287,0.0006
Normal_1288,정상,1288,0.0001
Normal_1289,정상,1289,0.0001
Normal_128,정상,128,0.0003
Normal_1290,정상,1290,0.0
Normal_1291,정상,1291,0.0002
Normal_1292,정상,1292,0.0
Normal_1293,정상,1293,0.0009
Normal_1294,정상,1294,0.0001
Normal_1295,정상,1295,0.0
Normal_1296,정상,1296,0.0
Normal_1297,정상,1297,0.0
Normal_1298,정상,1298,0.0
Normal_1299,정상,1299,0.0
Normal_129,정상,129,0.0001
Normal_12,정상,12,0.0
Normal_1300,정상,1300,0.0001
Normal_1301,정상,1301,0.0001
Normal_1302,정상,1302,0.0001
Normal_1303,정상,1303,0.0003
Normal_1304,정상,1304,0.0001
Normal_1305,정상,1305,0.0002
Normal_1306,정상,1306,0.0
Normal_1307,정상,1307,0.0001
Normal_1308,정상,1308,0.0002
Normal_1309,정상,1309,0.0004
Normal_130,정상,130,0.0002
Normal_1310,정상,1310,0.0001
Normal_1311,정상,1311,0.0
Normal_1312,정상,1312,0.0001
Normal_1313,정상,1313,0.0001
Normal_1314,정상,1314,0.0003
Normal_1315,정상,1315,0.0006
Normal_1316,정상,1316,0.0001
Normal_1317,정상,1317,0.0001
Normal_1318,정상,1318,0.0
Normal_1319,정상,1319,0.0
Normal_131,정상,131,0.0
Normal_1320,정상,1320,0.0
Normal_1321,정상,1321,0.0002
Normal_1322,정상,1322,0.0009
Normal_1323,정상,1323,0.0001
Normal_1324,정상,1324,0.0
Normal_1325,정상,1325,0.0
Normal_1326,정상,1326,0.0
Normal_1327,정상,1327,0.0
Normal_1328,정상,1328,0.0
Normal_1329,정상,1329,0.0001
Normal_132,정상,132,0.0001
Normal_1330,정상,1330,0.0001
Normal_1331,정상,1331,0.0001
Normal_1332,정상,1332,0.0001
Normal_1333,정상,1333,0.0003
Normal_1334,정상,1334,0.0002
Normal_1335,정상,1335,0.0
Normal_1336,정상,1336,0.0001
Normal_1337,정상,1337,0.0003
Normal_1338,정상,1338,0.0001
Normal_1339,정상,1339,0.0002
Normal_133,정상,133,0.0002
Normal_1340,정상,1340,0.0
Normal_1341,정상,1341,0.0001
Normal_1342,정상,1342,0.0002
Normal_1343,정상,1343,0.0004
Normal_1344,정상,1344,0.0001
Normal_1345,정상,1345,0.0
Normal_1346,정상,1346,0.0001
Normal_1347,정상,1347,0.0001
Normal_1348,정상,1348,0.0002
Normal_1349,정상,1349,0.0004
Normal_134,정상,134,0.0004
Normal_1350,정상,1350,0.0001
Normal_1351,정상,1351,0.0
Normal_1352,정상,1352,0.0001
Normal_1353,정상,1353,0.0001
Normal_1354,정상,1354,0.0003
Normal_1355,정상,1355,0.0006
Normal_1356,정상,1356,0.0001
Normal_1357,정상,1357,0.0001
Normal_1358,정상,1358,0.0
Normal_1359,정상,1359,0.0002
Normal_135,정상,135,0.0001
Normal_1360,정상,1360,0.0
Normal_1361,정상,1361,0.0009
Normal_1362,정상,1362,0.0001
Normal_1363,정상,1363,0.0
Normal_1364,정상,1364,0.0
Normal_1365,정상,1365,0.0
Normal_1366,정상,1366,0.0
Normal_1367,정상,1367,0.0001
Normal_1368,정상,1368,0.0001
Normal_1369,정상,1369,0.0001
Normal_136,정상,136,0.0
Normal_1370,정상,1370,0.0003
Normal_1371,정상,1371,0.0006
Normal_1372,정상,1372,0.0001
Normal_1373,정상,1373,0.0003
Normal_1374,정상,1374,0.0006
Normal_1375,정상,1375,0.0001
Normal_1376,정상,1376,0.0001
Normal_1377,정상,1377,0.0
Normal_1378,정상,1378,0.0
Normal_137,정상,137,0.0001
Normal_138,정상,138,0.0001
Normal_139,정상,139,0.0003
Normal_13,정상,13,0.0
Normal_140,정상,140,0.0006
Normal_141,정상,141,0.0001
Normal_142,정상,142,0.0001
Normal_143,정상,143,0.0
Normal_144,정상,144,0.0002
Normal_145,정상,145,0.0
Normal_146,정상,146,0.0009
Normal_147,정상,147,0.0001
Normal_148,정상,148,0.0
Normal_149,정상,149,0.0
Normal_14,정상,14,0.0
Normal_150,정상,150,0.0
Normal_151,정상,151,0.0
Normal_152,정상,152,0.0
Normal_153,정상,153,0.0001
Normal_154,정상,154,0.0001
Normal_155,정상,155,0.0001
Normal_156,정상,156,0.0003
Normal_157,정상,157,0.0001
Normal_158,정상,158,0.0002
Normal_159,정상,159,0.0
Normal_15,정상,15,0.0
Normal_160,정상,160,0.0001
Normal_161,정상,161,0.0002
Normal_162,정상,162,0.0004
Normal_163,정상,163,0.0001
Normal_164,정상,164,0.0
Normal_165,정상,165,0.0001
Normal_166,정상,166,0.0001
Normal_167,정상,167,0.0003
Normal_168,정상,168,0.0006
Normal_169,정상,169,0.0001
Normal_16,정상,16,0.0001
Normal_170,정상,170,0.0001
Normal_171,정상,171,0.0
Normal_172,정상,172,0.0
Normal_173,정상,173,0.0
Normal_174,정상,174,0.0002
Normal_175,정상,175,0.0009
Normal_176,정상,176,0.0001
Normal_177,정상,177,0.0
Normal_178,정상,178,0.0
Normal_179,정상,179,0.0
Normal_17,정상,17,0.0001
Normal_180,정상,180,0.0
Normal_181,정상,181,0.0
Normal_182,정상,182,0.0001
Normal_183,정상,183,0.0001
Normal_184,정상,184,0.0001
Normal_185,정상,185,0.0001
Normal_186,정상,186,0.0003
Normal_187,정상,187,0.0002
Normal_188,정상,188,0.0
Normal_189,정상,189,0.0001
Normal_18,정상,18,0.0001
Normal_190,정상,190,0.0003
Normal_191,정상,191,0.0001
Normal_192,정상,192,0.0002
Normal_193,정상,193,0.0
Normal_194,정상,194,0.0001
Normal_195,정상,195,0.0002
Normal_196,정상,196,0.0004
Normal_197,정상,197,0.0001
Normal_198,정상,198,0.0
Normal_199,정상,199,0.0001
Normal_19,정상,19,0.0003
Normal_1,정상,1,0.0001
Normal_200,정상,200,0.0001
Normal_201,정상,201,0.0002
Normal_202,정상,202,0.0004
Normal_203,정상,203,0.0001
Normal_204,정상,204,0.0
Normal_205,정상,205,0.0001
Normal_206,정상,206,0.0001
Normal_207,정상,207,0.0003
Normal_208,정상,208,0.0006
Normal_209,정상,209,0.0001
Normal_20,정상,20,0.0001
Normal_210,정상,210,0.0001
Normal_211,정상,211,0.0
Normal_212,정상,212,0.0002
Normal_213,정상,213,0.0
Normal_214,정상,214,0.0009
Normal_215,정상,215,0.0001
Normal_216,정상,216,0.0
Normal_217,정상,217,0.0
Normal_218,정상,218,0.0
Normal_219,정상,219,0.0
Normal_21,정상,21,0.0002
Normal_220,정상,220,0.0001
Normal_221,정상,221,0.0001
Normal_222,정상,222,0.0001
Normal_223,정상,223,0.0003
Normal_224,정상,224,0.0006
Normal_225,정상,225,0.0001
Normal_226,정상,226,0.0003
Normal_227,정상,227,0.0006
Normal_228,정상,228,0.0001
Normal_229,정상,229,0.0001
Normal_22,정상,22,0.0
Normal_230,정상,230,0.0
Normal_231,정상,231,0.0
Normal_232,정상,232,0.0002
Normal_233,정상,233,0.0009
Normal_234,정상,234,0.0001
Normal_235,정상,235,0.0
Normal_236,정상,236,0.0
Normal_237,정상,237,0.0
Normal_238,정상,238,0.0
Normal_239,정상,239,0.0
Normal_23,정상,23,0.0001
Normal_240,정상,240,0.0001
Normal_241,정상,241,0.0001
Normal_242,정상,242,0.0001
Normal_243,정상,243,0.0003
Normal_244,정상,244,0.0001
Normal_245,정상,245,0.0002
Normal_246,정상,246,0.0
Normal_247,정상,247,0.0001
Normal_248,정상,248,0.0002
Normal_249,정상,249,0.0004
Normal_24,정상,24,0.0002
Normal_250,정상,250,0.0001
Normal_251,정상,251,0.0
Normal_252,정상,252,0.0001
Normal_253,정상,253,0.0001
Normal_254,정상,254,0.0003
Normal_255,정상,255,0.0006
Normal_256,정상,256,0.0001
Normal_257,정상,257,0.0001
Normal_258,정상,258,0.0
Normal_259,정상,259,0.0002
Normal_25,정상,25,0.0004
Normal_260,정상,260,0.0
Normal_261,정상,261,0.0009
Normal_262,정상,262,0.0001
Normal_263,정상,263,0.0
Normal_264,정상,264,0.0
Normal_265,정상,265,0.0
Normal_266,정상,266,0.0
Normal_267,정상,267,0.0
Normal_268,정상,268,0.0001
Normal_269,정상,269,0.0001
Normal_26,정상,26,0.0001
Normal_270,정상,270,0.0001
Normal_271,정상,271,0.0003
Normal_272,정상,272,0.0001
Normal_273,정상,273,0.0002
Normal_274,정상,274,0.0
Normal_275,정상,275,0.0001
Normal_276,정상,276,0.0002
Normal_277,정상,277,0.0004
Normal_278,정상,278,0.0001
Normal_279,정상,279,0.0
Normal_27,정상,27,0.0
Normal_280,정상,280,0.0001
Normal_281,정상,281,0.0001
Normal_282,정상,282,0.0003
Normal_283,정상,283,0.0006
Normal_284,정상,284,0.0001
Normal_285,정상,285,0.0001
Normal_286,정상,286,0.0
Normal_287,정상,287,0.0
Normal_288,정상,288,0.0
Normal_289,정상,289,0.0002
Normal_28,정상,28,0.0001
Normal_290,정상,290,0.0009
Normal_291,정상,291,0.0001
Normal_292,정상,292,0.0
Normal_293,정상,293,0.0
Normal_294,정상,294,0.0
Normal_295,정상,295,0.0
Normal_296,정상,296,0.0
Normal_297,정상,297,0.0001
Normal_298,정상,298,0.0001
Normal_299,정상,299,0.0001
Normal_29,정상,29,0.0001
Normal_2,정상,2,0.0003
Normal_300,정상,300,0.0001
Normal_301,정상,301,0.0003
Normal_302,정상,302,0.0002
Normal_303,정상,303,0.0
Normal_304,정상,304,0.0001
Normal_305,정상,305,0.0003
Normal_306,정상,306,0.0001
Normal_307,정상,307,0.0002
Normal_308,정상,308,0.0
Normal_309,정상,309,0.0001
Normal_30,정상,30,0.0003
Normal_310,정상,310,0.0002
Normal_311,정상,311,0.0004
Normal_312,정상,312,0.0001
Normal_313,정상,313,0.0
Normal_314,정상,314,0.0001
Normal_315,정상,315,0.0001
Normal_316,정상,316,0.0002
Normal_317,정상,317,0.0004
Normal_318,정상,318,0.0001
Normal_319,정상,319,0.0
Normal_31,정상,31,0.0006
Normal_320,정상,320,0.0001
Normal_321,정상,321,0.0001
Normal_322,정상,322,0.0003
Normal_323,정상,323,0.0006
Normal_324,정상,324,0.0001
Normal_325,정상,325,0.0001
Normal_326,정상,326,0.0
Normal_327,정상,327,0.0002
Normal_328,정상,328,0.0
Normal_329,정상,329,0.0009
Normal_32,정상,32,0.0001
Normal_330,정상,330,0.0001
Normal_331,정상,331,0.0
Normal_332,정상,332,0.0
Normal_333,정상,333,0.0
Normal_334,정상,334,0.0
Normal_335,정상,335,0.0001
Normal_336,정상,336,0.0001
Normal_337,정상,337,0.0001
Normal_338,정상,338,0.0001
Normal_339,정상,339,0.0
Normal_33,정상,33,0.0001
Normal_340,정상,340,0.0
Normal_341,정상,341,0.0002
Normal_342,정상,342,0.0009
Normal_343,정상,343,0.0001
Normal_344,정상,344,0.0
Normal_345,정상,345,0.0
Normal_346,정상,346,0.0
Normal_347,정상,347,0.0
Normal_348,정상,348,0.0
Normal_349,정상,349,0.0001
Normal_34,정상,34,0.0
Normal_350,정상,350,0.0001
Normal_351,정상,351,0.0001
Normal_352,정상,352,0.0003
Normal_353,정상,353,0.0001
Normal_354,정상,354,0.0002
Normal_355,정상,355,0.0
Normal_356,정상,356,0.0001
Normal_357,정상,357,0.0002
Normal_358,정상,358,0.0004
Normal_359,정상,359,0.0001
Normal_35,정상,35,0.0002
Normal_360,정상,360,0.0
Normal_361,정상,361,0.0001
Normal_362,정상,362,0.0001
Normal_363,정상,363,0.0003
Normal_364,정상,364,0.0006
Normal_365,정상,365,0.0001
Normal_366,정상,366,0.0001
Normal_367,정상,367,0.0
Normal_368,정상,368,0.0002
Normal_369,정상,369,0.0
Normal_36,정상,36,0.0
Normal_370,정상,370,0.0009
Normal_371,정상,371,0.0001
Normal_372,정상,372,0.0
Normal_373,정상,373,0.0
Normal_374,정상,374,0.0
Normal_375,정상,375,0.0
Normal_376,정상,376,0.0
Normal_377,정상,377,0.0001
Normal_378,정상,378,0.0001
Normal_379,정상,379,0.0001
Normal_37,정상,37,0.0009
Normal_380,정상,380,0.0003
Normal_381,정상,381,0.0001
Normal_382,정상,382,0.0002
Normal_383,정상,383,0.0
Normal_384,정상,384,0.0001
Normal_385,정상,385,0.0002
Normal_386,정상,386,0.0004
Normal_387,정상,387,0.0001
Normal_388,정상,388,0.0
Normal_389,정상,389,0.0001
Normal_38,정상,38,0.0001
Normal_390,정상,390,0.0001
Normal_391,정상,391,0.0003
Normal_392,정상,392,0.0006
Normal_393,정상,393,0.0001
Normal_394,정상,394,0.0001
Normal_395,정상,395,0.0
Normal_396,정상,396,0.0
Normal_397,정상,397,0.0
Normal_398,정상,398,0.0002
Normal_399,정상,399,0.0009
Normal_39,정상,39,0.0
Normal_3,정상,3,0.0006
Normal_400,정상,400,0.0001
Normal_401,정상,401,0.0
Normal_402,정상,402,0.0
Normal_403,정상,403,0.0
Normal_404,정상,404,0.0
Normal_405,정상,405,0.0
Normal_406,정상,406,0.0001
Normal_407,정상,407,0.0001
Normal_408,정상,408,0.0001
Normal_409,정상,409,0.0001
Normal_40,정상,40,0.0
Normal_410,정상,410,0.0003
Normal_411,정상,411,0.0002
Normal_412,정상,412,0.0
Normal_413,정상,413,0.0001
Normal_414,정상,414,0.0003
Normal_415,정상,415,0.0001
Normal_416,정상,416,0.0002
Normal_417,정상,417,0.0
Normal_418,정상,418,0.0001
Normal_419,정상,419,0.0002
Normal_41,정상,41,0.0
Normal_420,정상,420,0.0004
Normal_421,정상,421,0.0001
Normal_422,정상,422,0.0
Normal_423,정상,423,0.0001
Normal_424,정상,424,0.0001
Normal_425,정상,425,0.0002
Normal_426,정상,426,0.0004
Normal_427,정상,427,0.0001
Normal_428,정상,428,0.0
Normal_429,정상,429,0.0001
Normal_42,정상,42,0.0
Normal_430,정상,430,0.0001
Normal_431,정상,431,0.0003
Normal_432,정상,432,0.0006
Normal_433,정상,433,0.0001
Normal_434,정상,434,0.0001
Normal_435,정상,435,0.0
Normal_436,정상,436,0.0002
Normal_437,정상,437,0.0
Normal_438,정상,438,0.0009
Normal_439,정상,439,0.0001
Normal_43,정상,43,0.0
Normal_440,정상,440,0.0
Normal_441,정상,441,0.0
Normal_442,정상,442,0.0
Normal_443,정상,443,0.0
Normal_444,정상,444,0.0001
Normal_445,정상,445,0.0001
Normal_446,정상,446,0.0001
Normal_447,정상,447,0.0003
Normal_448,정상,448,0.0006
Normal_449,정상,449,0.0
Normal_44,정상,44,0.0001
Normal_450,정상,450,0.0
Normal_451,정상,451,0.0
Normal_452,정상,452,0.0
Normal_453,정상,453,0.0001
Normal_454,정상,454,0.0001
